Conservancy,Transect_Plot,Quadrat_position,Date,family.ORIG,Species,...7,...8,Species.ORIG,Squished,Brackets.detected,Number.detected,Unique,Matched,Fuzzy,Fuzzy.toomany,Fuzzy.two,Fuzzy.one,Fuzzy.dist,OriSeq,Subseq,taxonID,scientificNameID,localID,scientificName,taxonRank,parentNameUsageID,scientificNameAuthorship,family,subfamily,tribe,subtribe,genus,subgenus,specificEpithet,infraspecificEpithet,verbatimTaxonRank,nomenclaturalStatus,namePublishedIn,taxonomicStatus,acceptedNameUsageID,originalNameUsageID,nameAccordingToID,taxonRemarks,references,source,majorGroup,tplID,Hybrid,New.accepted,Old.status,Old.ID,Old.name
Enonkishu,ENOT2P1F,General,16/11/2024,Acanthaceae,Justicia flava Vahl,NA,NA,Justicia flava Vahl,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,TRUE,FALSE,5,150,2,wfo-0001223767,urn:lsid:ipni.org:names:981970-1,50039564,Justicia kanal,species,wfo-4000019746,T.F.Daniel,Acanthaceae,,,,Justicia,,kanal,,species,Valid,"Proc. Calif. Acad. Sci. , ser. 4, 48: 272 (1995)",Accepted,,,NA,"Source in seed data: tro Update namepublishedIn from Proc. Calif. Acad. Sci. ser. 4, 48(13): 272, nom. nov. 1995 to Proc. Calif. Acad. Sci. , ser. 4, 48: 272 (1995), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a ",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:981970-1,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,tro-50039564,,TRUE,Synonym,wfo-1200029630,Justicia flava
Enonkishu,ENOT2P1F,General,16/11/2024,Acanthaceae,Justicia flava Vahl,NA,NA,Justicia flava Vahl,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,TRUE,FALSE,5,150,3,wfo-1200029631,urn:lsid:ipni.org:names:50728-1,wcvp-2330626,Justicia flava,species,,Kurz,Acanthaceae,,,,Justicia,,flava,,species,Valid,"J. Asiat. Soc. Bengal, Pt. 2, Nat. Hist.  42: 97 (1873)",Unchecked,,,NA,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:50728-1,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,,,FALSE,,,
Enonkishu,ENOT2P1F,General,16/11/2024,Malvaceae,Pavonia burchellii,NA,NA,Pavonia burchellii (DC.) R.A.Dyer,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,151,1,wfo-0000474493,urn:lsid:ipni.org:names:562784-1,684308,Pavonia burchellii,species,wfo-4000028361,(DC.) R.A.Dyer,Malvaceae,,,,Pavonia,,burchellii,,species,Valid,Bull. Misc. Inform. Kew 1932: 152 (1932),Accepted,,wfo-0000528919,NA,"Source in seed data: cmp Update namepublishedIn from Bull. Misc. Inform. Kew 1932: 152 1932 to Bull. Misc. Inform. Kew 1932: 152 (1932), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.",http://www.theplantlist.org/tpl1.1/record/kew-2548494,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2548494,,FALSE,,,
Enonkishu,ENOT2P1F,General,16/11/2024,Amaranthaceae,Aerva lanata,NA,NA,Aerva lanata (L.) Juss,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,152,1,wfo-0000521764,,756043,Aerva lanata,species,wfo-4000000806,(L.) Juss.,Amaranthaceae,,,,Aerva,,lanata,,species,Valid,Ann. Mus. Hist. Nat. 11: 131 1808,Accepted,,wfo-0000516329,NA,Source in seed data: cmp More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2623689 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/kew-2623689 >The Plant List v.1.0</a>,http://www.theplantlist.org/tpl1.1/record/kew-2623689,The Caryophyllales TEN -The Caryophyllales Network,A,kew-2623689,,FALSE,,,
Enonkishu,ENOT2P1F,General,16/11/2024,Amaranthaceae,Aerva lanata,NA,NA,Aerva lanata (L.) Juss,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,152,2,wfo-0000521764,,756043,Aerva lanata,species,wfo-4000000806,(L.) Juss.,Amaranthaceae,,,,Aerva,,lanata,,species,Valid,Ann. Mus. Hist. Nat. 11: 131 1808,Accepted,,wfo-0000516329,NA,Source in seed data: cmp More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2623689 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/kew-2623689 >The Plant List v.1.0</a>,http://www.theplantlist.org/tpl1.1/record/kew-2623689,The Caryophyllales TEN -The Caryophyllales Network,A,kew-2623689,,TRUE,Synonym,wfo-0001046262,Aerva lanata
Enonkishu,ENOT2P1F,General,16/11/2024,Lamiaceae,Leucas glabrata,NA,NA,Leucas glabrata (Vahl) R.Br.,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,153,1,wfo-0000226993,urn:lsid:ipni.org:names:449370-1,111717,Leucas glabrata,species,wfo-4000021492,(Vahl) Sm.,Lamiaceae,,,,Leucas,,glabrata,,species,Valid,Cycl.  20: n.° 10 (1812),Accepted,,wfo-0000269306,NA,"Source in seed data: wcs Update namepublishedIn from Cycl. [A. Rees], (London ed.) 20(2): Leucas no. 10. 1812 ; cf. D.J.Mabberley in Taxon, 29(5-6): 604. 1980 to Cycl. 20: n.º 10 (1812), information provided by Alan E. on email Jun. 07 2021 More details",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:449370-1,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-111717,,FALSE,,,
Enonkishu,ENOT2P1F,General,16/11/2024,Poaceae,Digitaria velutina,NA,NA,Digitaria velutina (Forssk.) P.Beauv.,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,154,1,wfo-0000864504,urn:lsid:ipni.org:names:399215-1,409505,Digitaria velutina,species,wfo-4000011700,(Forssk.) P.Beauv.,Poaceae,,,,Digitaria,,velutina,,species,Valid,Ess. Agrostogr. : 51 (1812),Accepted,,wfo-0000889813,NA,"Source in seed data: wcs Updated scientificnameAuthorship from (Forssk.) P.Beauv. to P.Beauv., information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-409505 >The Plant Li",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:399215-1,The Poaceae TEN,A,kew-409505,,FALSE,,,
Enonkishu,ENOT2P1F,General,16/11/2024,Poaceae,Digitaria velutina,NA,NA,Digitaria velutina (Forssk.) P.Beauv.,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,154,2,wfo-0000864104,urn:lsid:ipni.org:names:80280-2,409129,Digitaria leucitis,species,wfo-4000011700,(Trin.) Henrard,Poaceae,,,,Digitaria,,leucitis,,species,Valid,Meded. Rijks-Herb. 61: 6 (1930),Accepted,,,NA,"Source in seed data: wcs Update namepublishedIn from Meded. Rijks-Herb. 61: 6 1930 to Meded. Rijks-Herb. 61: 6 (1930), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:80280-2,The Poaceae TEN,A,kew-409129,,TRUE,Synonym,wfo-0000864505,Digitaria velutina
Enonkishu,ENOT2P1F,General,16/11/2024,Convolvulaceae,Dichondra repens J.R.Forst. & G.Forst. var. repens,NA,NA,Dichondra repens J.R.Forst. & G.Forst. var. repens,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,34,155,1,wfo-0001297426,urn:lsid:ipni.org:names:267765-1,8500937,Dichondra repens,species,wfo-4000011427,J.R.Forst. & G.Forst.,Convolvulaceae,,,,Dichondra,,repens,,species,Valid,Char. Gen. Pl. : 40 (1776),Accepted,,,NA,"Source in seed data: tro Update namepublishedIn from Char. Gen. Pl. 40, pl. 20 1775 to Char. Gen. Pl. : 40 (1776), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-",http://www.theplantlist.org/tpl1.1/record/tro-8500937,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,tro-8500937,,FALSE,,,
Enonkishu,ENOT2P1F,General,16/11/2024,Fabaceae,Acacia brevispica Harms ssp. brevispica,NA,NA,Acacia brevispica Harms ssp. brevispica,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,22,156,1,wfo-0000745791,urn:lsid:ipni.org:names:60453638-2,1021600,Senegalia brevispica,species,wfo-4000035067,(Harms) Seigler & Ebinger,Fabaceae,Caesalpinioideae,,,Senegalia,,brevispica,,species,Valid,Phytologia 92: 93 (2010),Accepted,,wfo-0000190322,NA,"Source in seed data: ksufab Update namepublishedIn from Phytologia 92(1): 93. 2010 [Apr 2010] to Phytologia 92: 93 (2010), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/rec",https://www.legumedata.org/taxonomy/taxon/2898821,The Fabaceae TEN - Legume Taxonomy Working Group,A,kew-2898821,,TRUE,Synonym,wfo-0000190322,Acacia brevispica
Enonkishu,ENOT2P1F,General,16/11/2024,Boraginaceae,Cordia monoica Roxb.,NA,NA,Cordia monoica Roxb.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,TRUE,FALSE,6,157,1,wfo-0000620753,urn:lsid:ipni.org:names:114369-1,867320,Cordia monoica,species,wfo-4000009266,Roxb.,Boraginaceae,,,,Cordia,,monoica,,species,Valid,Pl. Coromandel 1: 43 (1796),Accepted,,,NA,"Source in seed data: cmp Update namepublishedIn from Pl. Coromandel 1(3): 43, t. 58. 1796 [Aug 1796] to Pl. Coromandel 1: 43 (1796), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/",http://www.theplantlist.org/tpl1.1/record/kew-2737022,The Boraginaceae TEN,A,kew-2737022,,FALSE,,,
Enonkishu,ENOT2P1F,General,16/11/2024,Boraginaceae,Cordia monoica Roxb.,NA,NA,Cordia monoica Roxb.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,TRUE,FALSE,6,157,2,wfo-0001349495,urn:lsid:ipni.org:names:114368-1,,Cordia monoica,species,,Bojer,Boraginaceae,,,,Cordia,,monoica,,species,,Hortus Maurit. 235. 1837,Unchecked,,,NA,"Source in seed data: ipni Updated majorGroup from to A, information provided by Alan E. on email Mar 08 2021",,The Boraginaceae TEN,A,,,FALSE,,,
Enonkishu,ENOT2P1F,General,16/11/2024,Malvaceae,Hibiscus calyphyllus Cav.,NA,NA,Hibiscus calyphyllus Cav.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,15,158,1,wfo-0000722390,urn:lsid:ipni.org:names:560057-1,976856,Hibiscus calyphyllus,species,wfo-4000017873,Cav.,Malvaceae,,,,Hibiscus,,calyphyllus,,species,Valid,Diss. 4: 283 (1787),Accepted,,,NA,"Source in seed data: cmp Update namepublishedIn from Diss. 5, Quinta Diss. Bot. 283. 1788 [23-26 Jul 1788] to Diss. 4: 283 (1787), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tp",http://www.theplantlist.org/tpl1.1/record/kew-2849646,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2849646,,TRUE,Synonym,wfo-1200097748,Hibiscus calyphyllus var. grandiflorus
Enonkishu,ENOT2P1F,General,16/11/2024,Icacinaceae,Apodytes dimidiata Arn.,NA,NA,Apodytes dimidiata Arn.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,9,159,1,wfo-0000540853,urn:lsid:ipni.org:names:434212-1,776363,Apodytes dimidiata,species,wfo-4000002721,E.Mey. ex Arn.,Metteniusaceae,,,,Apodytes,,dimidiata,,species,Valid,J. Bot. (Hooker)  3: 155 (1840),Accepted,,,NA,"Source in seed data: cmp Updated namepublishedIn from J. Bot. (Hooker) 3: 155 1841 to J. Bot. (Hooker) 3: 155, in obs. 1840 [Dec 1840] , information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:434212-1,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2644283,,TRUE,Synonym,wfo-0000540857,Apodytes dimidiata f. farinosa
Enonkishu,ENOT2P1F,General,16/11/2024,Canellaceae,Warburgia ugandensis Sprague ssp. ugandensis,NA,NA,Warburgia ugandensis Sprague ssp. ugandensis,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,24,160,1,wfo-0000427581,urn:lsid:ipni.org:names:146038-1,378716,Warburgia ugandensis,species,wfo-4000040522,Sprague,Canellaceae,,,,Warburgia,,ugandensis,,species,Valid,"J. Linn. Soc., Bot.  37: 498 (1906)",Accepted,,,NA,"Source in seed data: wcs Update namepublishedIn from J. Linn. Soc., Bot. 37: 498. 1906 [1904-1906 publ. 1906] to J. Linn. Soc., Bot. 37: 498 (1906), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.t",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:146038-1,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2465888,,FALSE,,,
Enonkishu,ENOT2P1F,General,16/11/2024,Rubiaceae,Pentas zanzibarica,NA,NA,Pentas zanzibarica (Klotzsch) Vatke,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,161,1,wfo-0000267043,urn:lsid:ipni.org:names:760323-1,150053,Pentas zanzibarica,species,wfo-4000028632,(Klotzsch) Vatke,Rubiaceae,,,,Pentas,,zanzibarica,,species,Valid,Oesterr. Bot. Z.  25: 232 (1875),Accepted,,wfo-0000266853,NA,"Source in seed data: wcs Updated scientificnameAuthorship from (Klotzsch) Vatke to Vatke, information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-150053 >The Plant List v.",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:760323-1,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-150053,,FALSE,,,
Enonkishu,ENOT2P1F,General,16/11/2024,Aspleniaceae,Asplenium aethiopicum,NA,NA,Asplenium aethiopicum (Burm.f.) Bech.,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,162,1,wfo-0001108088,urn:lsid:ipni.org:names:17370980-1,26601090,Asplenium aethiopicum,species,wfo-4000003342,(Burm.f.) Becherer,Aspleniaceae,,,,Asplenium,,aethiopicum,,species,Valid,Candollea 6: 23. 1935. (1935),Accepted,,wfo-0001108089,NA,"Source in seed data: tro Update namepublishedIn from Candollea 6: 22 1935 to Candollea 6: 23. 1935. (1935), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-2660109",http://www.theplantlist.org/tpl1.1/record/tro-26601090,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",Polypodiophyta,tro-26601090,,FALSE,,,
Enonkishu,ENOT2P1F,General,16/11/2024,Asparagaceae,Chlorophytum comosum,NA,NA,Chlorophytum comosum (Thunb.) Jacq.,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,163,1,wfo-0000763291,urn:lsid:ipni.org:names:532810-1,302261,Chlorophytum comosum,species,wfo-4000008015,(Thunb.) Jacques,Asparagaceae,,,,Chlorophytum,,comosum,,species,Valid,J. Soc. Imp. Centr. Hort. 8: 345 (1862),Accepted,,wfo-0000760251,NA,"Source in seed data: wcs Update namepublishedIn from J. Soc. Imp. Centr. Hort. 8: 345 1862 to J. Soc. Imp. Centr. Hort. 8: 345 (1862), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.or",http://www.theplantlist.org/tpl1.1/record/kew-302261,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-302261,,FALSE,,,
Enonkishu,ENOT2P1F,General,16/11/2024,Polypodiaceae,Pleopeltis macarocarpa,NA,NA,Pleopeltis macarocarpa (Bory ex Willd.) Kaulf.,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,1,164,1,wfo-0001108687,urn:lsid:ipni.org:names:17448650-1,26601748,Pleopeltis macrocarpa,species,wfo-4000030272,(Bory ex Willd.) Kaulf.,Polypodiaceae,Polypodioideae,,,Pleopeltis,,macrocarpa,,species,Valid,Berlin. Jahrb. Pharm. Verbundenen Wiss. 21: 41 (1820),Accepted,,wfo-0001110166,NA,"Source in seed data: tro Updated scientificnameAuthorship from (Willd.) Kaulf. to (Bory ex Willd.) Kaulf., information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-26601748",http://www.theplantlist.org/tpl1.1/record/tro-26601748,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",Polypodiophyta,tro-26601748,,FALSE,,,
Enonkishu,ENOT2P1F,General,16/11/2024,Malvaceae,Sida rhombifolia L.,NA,NA,Sida rhombifolia L.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,9,165,1,wfo-0001077671,,19602253,Sida rhombifolia var. rhombifolia,variety,wfo-0000505360,,Malvaceae,,,,Sida,,rhombifolia,rhombifolia,variety,Valid,,Accepted,,,NA,Source in seed data: tro More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-19602253 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/tro-19602253 >The Plant List v.1.0</a>,http://www.theplantlist.org/tpl1.1/record/tro-19602253,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,tro-19602253,,TRUE,Synonym,wfo-0001377862,Sida rhombifolia var. minor
Enonkishu,ENOT2P1F,General,16/11/2024,Malvaceae,Sida rhombifolia L.,NA,NA,Sida rhombifolia L.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,9,165,2,wfo-0001077671,,19602253,Sida rhombifolia var. rhombifolia,variety,wfo-0000505360,,Malvaceae,,,,Sida,,rhombifolia,rhombifolia,variety,Valid,,Accepted,,,NA,Source in seed data: tro More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-19602253 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/tro-19602253 >The Plant List v.1.0</a>,http://www.theplantlist.org/tpl1.1/record/tro-19602253,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,tro-19602253,,TRUE,Synonym,wfo-1200097662,Sida rhombifolia f. umbrosa
Enonkishu,ENOT2P1F,General,16/11/2024,Malvaceae,Sida rhombifolia L.,NA,NA,Sida rhombifolia L.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,9,165,3,wfo-0001387363,urn:lsid:ipni.org:names:886643-1,,Sida alii var. ovata,variety,wfo-0000496942,(Baker) Abedin,Malvaceae,,,,Sida,,alii,ovata,variety,Valid,Pakistan J. Bot. 11: 49 (1979),Accepted,,,NA,"Source in seed data: ipni Update namepublishedIn from Pakistan J. Bot. 11(1): 49. 1979 to Pakistan J. Bot. 11: 49 (1979), information provided by Alan E. on email Jun. 07 2021",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:886643-1,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,,,TRUE,Synonym,wfo-1200097890,Sida rhombifolia var. ovata
Enonkishu,ENOT2P1F,General,16/11/2024,Solanaceae,Solanum dasyphyllum Schumach. & Thonn.,NA,NA,Solanum dasyphyllum Schumach. & Thonn.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,TRUE,FALSE,19,166,1,wfo-0001027396,,2041,Solanum dasyphyllum,species,wfo-4000035688,Schumach. & Thonn.,Solanaceae,Solanoideae,Solaneae,,Solanum,,dasyphyllum,,species,Valid,Beskr. Guin. Pl. 126 [146]. 1827.,Accepted,,,NA,"Source in seed data: SolanaceaeSource.org Update name from Solanaceae, information provided by Alan E. on email Jun. 07 2021",http://solanaceaesource.org/solanaceae/solanum-dasyphyllum,The Solanaceae TEN,A,sol-08247,,FALSE,,,
Enonkishu,ENOT2P1F,General,16/11/2024,Solanaceae,Solanum dasyphyllum Schumach. & Thonn.,NA,NA,Solanum dasyphyllum Schumach. & Thonn.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,TRUE,FALSE,19,166,2,wfo-0001027396,,2041,Solanum dasyphyllum,species,wfo-4000035688,Schumach. & Thonn.,Solanaceae,Solanoideae,Solaneae,,Solanum,,dasyphyllum,,species,Valid,Beskr. Guin. Pl. 126 [146]. 1827.,Accepted,,,NA,"Source in seed data: SolanaceaeSource.org Update name from Solanaceae, information provided by Alan E. on email Jun. 07 2021",http://solanaceaesource.org/solanaceae/solanum-dasyphyllum,The Solanaceae TEN,A,sol-08247,,TRUE,Synonym,wfo-0001027397,Solanum dasyphyllum
Enonkishu,ENOT2P1F,General,16/11/2024,Euphorbiaceae,Erythrococca bongensis Pax,NA,NA,Erythrococca bongensis Pax,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,4,167,1,wfo-0000953993,urn:lsid:ipni.org:names:345349-1,72037,Erythrococca bongensis,species,wfo-4000013982,Pax,Euphorbiaceae,,,,Erythrococca,,bongensis,,species,Valid,Bot. Jahrb. Syst. 19: 88 (1894),Accepted,,,NA,"Source in seed data: wcs Update namepublishedIn from Bot. Jahrb. Syst. 19: 88 1894 to Bot. Jahrb. Syst. 19: 88 (1894), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:345349-1,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-72037,,FALSE,,,
Enonkishu,ENOT2P1F,General,16/11/2024,Oleaceae,Olea europaea L. ssp. cuspidata,NA,NA,Olea europaea L. ssp. cuspidata (Wall. & G.Don) Cif.,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,4,168,1,wfo-0000817789,urn:lsid:ipni.org:names:77190043-1,355603,Olea europaea subsp. cuspidata,subspecies,wfo-0000817273,(Wall. & G.Don) Cif.,Oleaceae,,,,Olea,,europaea,cuspidata,subspecies,Valid,Olivicoltore  19(5): 96 (1942),Accepted,,wfo-0000817250,NA,"Source in seed data: wcs Update namepublishedIn from Olivicoltore 19(5): 96 1942 to Olivicoltore 19(5): 96 (1942), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77190043-1,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-355603,,FALSE,,,
Enonkishu,ENOT2P1F,General,16/11/2024,Orchidaceae,Aerangis luteoalba,NA,NA,Aerangis luteoalba (Kraenzl.) Schltr. var. rhodosticta (Kraenzl.) J.Stewar,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,169,1,wfo-0000840638,urn:lsid:ipni.org:names:615028-1,3845,Aerangis luteoalba,species,wfo-4000000787,(Kraenzl.) Schltr.,Orchidaceae,,,,Aerangis,,luteoalba,,species,Valid,Beih. Bot. Centralbl. 36(2): 118 (1918),Accepted,,wfo-0000978148,NA,"Source in seed data: wcs Updated scientificnameAuthorship from (Kraenzl.) Schltr. to Schltr., information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-3845 >The Plant List ",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:615028-1,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-3845,,FALSE,,,
Enonkishu,ENOT2P1F,General,16/11/2024,Orchidaceae,Aerangis confusa J.Stewart,NA,NA,Aerangis confusa J.Stewart,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,10,170,1,wfo-0000840264,urn:lsid:ipni.org:names:614993-1,3809,Aerangis confusa,species,wfo-4000000787,J.Stewart,Orchidaceae,,,,Aerangis,,confusa,,species,Valid,Kew Bull. 34: 273 (1979),Accepted,,,NA,"Source in seed data: wcs Update namepublishedIn from Kew Bull. 34(2): 273. 1979 [9 Nov 1979] to Kew Bull. 34: 273 (1979), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/reco",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:614993-1,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-3809,,FALSE,,,
Enonkishu,ENOT2P1F,General,16/11/2024,Apocynaceae,Stephanotis schimperi,NA,NA,"Stephanotis schimperi (Decne.) S.Reuss, Liede & Meve",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,171,1,wfo-1000031049,urn:lsid:ipni.org:names:77303203-1,,Stephanotis schimperi,species,,"(Decne.) S.Reuss, Liede & Meve",Apocynaceae,,,,Stephanotis,,schimperi,,species,,Taxon 71(4): 864. 2022,Unchecked,,,NA,,,The Apocynaceae TEN,A,,,FALSE,,,
Enonkishu,ENOT2P1F,General,16/11/2024,Amaranthaceae,Pupalia lappacea,NA,NA,Pupalia lappacea (L.) A.Juss. var. velutina (Moq.) Hook.f.,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,172,1,wfo-0000394468,urn:lsid:ipni.org:names:61335-1,546487,Pupalia lappacea,species,wfo-4000032188,(L.) Juss.,Amaranthaceae,,,,Pupalia,,lappacea,,species,Valid,Ann. Mus. Natl. Hist. Nat. 2: 132 (1803),Accepted,,wfo-0000516337,NA,"Source in seed data: cmp Update namepublishedIn from Ann. Mus. Natl. Hist. Nat. 2: 132 1803 to Ann. Mus. Natl. Hist. Nat. 2: 132 (1803), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.",http://www.theplantlist.org/tpl1.1/record/kew-2408041,The Caryophyllales TEN -The Caryophyllales Network,A,kew-2408041,,FALSE,,,
Enonkishu,ENOT2P2F,North,16/11/2024,Ebenaceae,Diospyros abyssinica,NA,NA,Diospyros abyssinica (Hiern) F.White ssp. abyssinica,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,173,1,wfo-0000648453,urn:lsid:ipni.org:names:322036-1,383604,Diospyros abyssinica,species,wfo-4000011857,(Hiern) F.White,Ebenaceae,,,,Diospyros,,abyssinica,,species,Valid,Bull. Jard. Bot. État Bruxelles 26: 241 (1956),Accepted,,wfo-0000376011,NA,"Source in seed data: wcs Update namepublishedIn from Bull. Jard. Bot. État 26: 241 1956 to Bull. Jard. Bot. État Bruxelles 26: 241 (1956), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantl",http://www.theplantlist.org/tpl1.1/record/kew-2769320,The Ebenaceae TEN,A,kew-2769320,,FALSE,,,
